SubjectID,ImageNumber,BlockNumber,GridNumber,TrialNumberEnc1,TrialNumberEncRec1,TrialNumberEnc2,TrialNumberEncRec2,TrialNumberEnc3,TrialNumberEncRec3,TrialNumberEnc4,TrialNumberEncRec4,RespTimeBlank1,RespTimeImg1,RespTimeBlank2,RespTimeImg2,RespTimeBlank3,RespTimeImg3,RespTimeBlank4,RespTimeImg4
100,24,1,4,23,26,17,24,43,35,37,44,3.20516780912931,4.98611305243685,3.25262899562949,1.88839271432698,3.47472509518866,1.49962794066778,3.1502010733202,1.57901916237824
100,18,1,14,24,27,20,31,48,40,44,41,9.67914331341126,2.52406234203681,4.67941497488573,1.22365099372564,2.34757833983713,0.89001495598859,7.09484916586916,0.574957770228139
100,57,1,8,25,32,32,18,41,39,36,33,5.46728328546214,10.0678650200234,6.33919826792953,1.04207484987546,2.79220449170043,0.705961464759639,9.72902840075767,0.609819539196906
100,39,1,13,26,21,21,21,37,44,38,40,41.3872266572544,2.54812996729197,5.69615374784189,1.48690023653944,4.85649973865111,0.628894220551047,3.1549652226613,0.971810718519009
100,17,1,3,27,31,22,29,35,48,47,42,13.7638952196367,2.50703342105317,4.98749139087977,1.22260685983565,4.3427352899962,1.86330670030748,7.05948445222839,0.652096419757981
100,56,1,15,28,17,31,32,38,43,48,37,16.4889905151513,2.87173249156058,10.9794573610989,1.62024170012228,4.66598841922314,1.36699675673026,2.73982695291397,1.96667609213728
100,8,1,7,29,23,27,25,39,46,42,48,31.8969941516634,2.26791000417961,6.04683340116389,3.54536066578657,7.23107554298076,1.14922230996035,3.16145162573775,0.550561740903504
100,30,1,9,30,25,29,23,33,45,45,43,3.88089938247322,3.0768030822037,4.15285771085746,0.922766506301741,2.89624827057196,0.605194708898125,68.1149324046464,1.95558462365261
100,48,1,10,31,29,30,22,45,37,40,45,19.7937212415382,2.15382087426678,6.46170138109846,1.50484808695455,2.40412410698173,0.876531104991045,2.47059451097903,1.10227578510421
100,34,1,16,32,19,18,17,46,41,46,38,36.6743096808532,3.25404637716019,3.50417361348264,0.993693419135525,3.46718659902854,0.676033303951954,2.41159055405387,1.04231910340241
100,11,3,13,33,47,41,44,11,16,25,30,1.82684006155432,2.68674560600812,3.23122497532586,1.81783461571376,4.22462077654109,3.38804919370887,2.75998489307676,0.757132571489819
100,16,3,7,34,40,48,43,15,1,17,29,8.45570348507681,2.37127339079325,20.8022488805391,0.959509442381204,2.5366620983832,6.65386736587061,9.23944523540558,1.03198246697866
100,2,3,10,35,38,38,39,14,8,22,21,15.3643517816126,3.61123412515008,6.58141699736461,1.97813771692836,3.91893041481489,2.04450178290517,4.30592884863745,0.761787387098593
100,1,3,3,36,43,35,35,3,5,18,26,4.04026477424759,4.06813507782954,4.6390785380263,2.24750361367296,4.2519769439441,2.31496607439385,3.6165018583315,1.1082859258604
100,19,3,11,37,42,44,42,16,2,32,23,10.9958733007616,2.0410432814524,2.97174482252376,1.42800477404398,2.64669368954856,4.45202239441187,4.55827576714273,0.967951154317234
100,20,3,9,38,33,37,34,9,6,21,17,4.55018023831599,1.86674683121146,4.32465118459731,1.1508579064357,2.84461081009431,1.27780414405061,3.00407332503801,1.14497838614261
100,6,3,2,39,48,33,47,8,11,20,18,2.73136917471675,1.88569487729274,2.37055608458013,1.51536031031083,3.4911007975561,1.66636119825216,2.75121055068121,1.27236543251183
100,10,3,6,40,45,42,45,12,3,28,27,35.2685798713746,2.21016259560292,4.95980550919558,2.18819192521642,2.89759774298,0.0766046935996201,3.85761008926966,1.10271947586534
100,40,3,5,41,46,45,40,13,15,19,31,1.56586190705093,2.21932321742042,2.84738305735573,1.32444299882536,2.72204594089362,1.71153943159334,2.98269898739454,5.22640796406904
100,21,3,1,42,44,47,36,6,9,24,28,20.9599892896267,2.08641083642488,2.68884130981678,1.45660649612364,2.77901656193717,6.5239671705458,2.3511196201689,1.06070382274174
100,7,3,12,43,41,34,48,4,10,23,25,8.02304344259755,3.17928943720472,4.58469859937486,2.36305922465544,4.16326277956978,4.23568766453081,3.0343843259252,0.803932352770062
100,29,3,14,44,39,46,37,7,7,30,19,3.58084192177648,5.06412462319258,9.589957465716,1.55023602100664,2.68643644826261,1.57629555064159,6.56899337609502,1.0304976153584
100,4,3,4,45,36,40,46,1,14,27,24,8.58382185891878,2.68795704690638,10.2655252328477,1.92562266749883,4.46019542020349,1.76796331991864,5.44074207290851,1.50436246650224
100,23,3,15,46,37,39,33,2,12,29,20,9.1569828425927,2.33883274747404,2.26077432001694,1.49765000069601,4.54756982061008,2.21229028405742,32.7143912231195,1.54795435078358
100,49,3,8,47,34,36,38,5,4,26,32,17.5642267768872,2.72846032216057,4.10820215750209,2.69828785097161,3.21048650710145,2.57721482118814,2.88574179084662,1.73244392389006
100,33,3,16,48,35,43,41,10,13,31,22,16.52858002229,1.80790537028588,2.16288338113554,1.60682893371268,2.23796536994541,2.4352467666522,2.48768174635188,0.802698228503687
101,56,1,10,1,10,14,9,42,42,11,3,7.14641233080442,1.51174805295477,2.92107226593271,0.813321792130864,4.25241577354927,0.653501325470643,5.57335535360107,1.77860792900447
101,21,1,7,2,3,11,3,33,37,5,4,10.6597062204291,1.38757702672865,3.55967161337003,0.995125278559499,2.67616494004506,1.00371995292107,2.33204761088882,0.4571099533091
101,1,1,15,3,6,10,1,40,43,8,6,4.69978690394896,2.10134778174324,3.1696635276985,1.28979332181052,3.63998917723802,0.854058694769719,9.66563464379396,0.84214122955882
101,7,1,12,4,9,1,8,41,34,3,12,6.17594668143761,1.90669061133053,2.78730555856509,0.661029563580541,5.71547201627482,0.949689321023016,12.7149899550154,7.15525878034123
101,23,1,14,5,14,2,16,45,35,10,5,4.57482495086651,2.28101454687476,5.56716617454504,1.10014278896142,8.83426467572917,0.584089315121219,4.61001895085565,0.917641708893825
101,16,1,8,6,4,7,11,46,46,16,11,5.03125485585588,1.78326785451122,3.79832946245324,0.89062126122144,5.11481470666422,0.768357311673753,3.11669676619113,0.864969059279247
101,5,1,2,7,15,16,6,43,45,12,1,7.46202069179253,1.93337845918518,3.68651562598006,0.805619716893489,8.04626899535742,0.719794210240252,12.3874522617057,1.27945129565842
101,28,1,1,8,8,4,13,35,47,14,10,9.994635198982,11.8719087528707,16.1309065080623,1.32135470315507,20.4458342742455,3.24839089880334,4.13868363475285,1.05633679504444
101,22,1,6,9,16,9,14,36,39,4,13,6.2658371544253,2.22843907927063,3.01884923546413,1.4400771221467,2.91930534944777,0.679627570354569,2.71769052441186,0.938169885101615
101,43,1,11,10,2,13,12,48,33,9,7,8.11737479513477,1.96854487616133,4.86778829977766,0.975556413879076,3.39617554988263,1.02578508026272,4.83140855096963,1.09347122791314
101,11,1,16,11,1,15,2,44,48,7,16,5.38751608751431,2.28524372835523,3.23763544819121,1.11601328479128,3.94004168118272,0.92186319278926,1.71405020818247,0.655305126217627
101,2,1,9,12,5,6,4,39,44,15,14,9.32184478273211,1.84505380327528,5.76255525699617,1.17166201319878,3.50458961965705,1.04010387125481,3.96539335657826,0.841794838234819
101,17,1,5,13,7,8,10,47,40,13,8,7.37401869298651,3.25882754110376,7.21330691013281,0.95590319649682,9.61917170012839,0.72701037542538,3.61050774750174,1.19493598211511
101,53,1,4,14,12,12,5,37,36,6,9,3.46967305345993,2.56760269175993,5.56030473973487,0.997205871632559,3.16748286602069,0.7556428256853,2.92319423352546,0.881515018191749
101,14,1,13,15,13,3,15,34,38,2,15,5.00915508938124,1.46444831765552,2.42478330372433,1.00344155693074,2.63908439027045,0.634991840923703,3.57202238846867,0.637787026469141
101,37,1,3,16,11,5,7,38,41,1,2,7.10915377437732,2.0758180996952,2.98113459712704,0.795759110535528,7.38344149919885,0.775473087521732,7.18745072218871,0.595621259617928
101,41,3,10,17,28,43,35,11,4,29,25,3.19508704722057,1.61652565529175,3.41617868664889,2.35316080355506,3.32708747956849,1.33505993247718,2.06504757464609,0.620017793010902
101,58,3,6,18,30,42,46,14,8,27,30,2.21154993636128,2.29527111572133,2.26394803877838,0.93877254185918,6.29556907640654,0.865548623281938,4.61946837788264,1.26649241134646
101,45,3,4,19,19,38,45,8,16,24,32,3.07431899502058,1.31960093671069,2.93772631176762,0.74535147530105,2.85614441956614,0.848235151000608,2.04081140760718,1.21225779344695
101,52,3,11,20,24,34,42,9,14,30,28,7.1041917186601,0.917817791150355,4.92653787200061,0.888278308793815,7.06530961326825,4.14414442982979,12.2767106346737,2.30952960896366
101,13,3,7,21,25,45,43,6,11,19,21,8.05376323579981,2.71866555184261,5.68647200633177,0.792984131150661,4.55338557303639,1.70404559283861,8.11862052097013,0.914772754825663
101,15,3,13,22,29,46,33,3,3,23,23,8.44890336552317,2.15414327198459,5.67707710386503,1.21913430269478,4.33945461203484,1.35401555622047,3.21429380467362,1.11432815514672
101,24,3,2,23,32,36,48,2,13,17,26,7.41646478022403,2.19617914208902,3.66897635787291,0.715505372475945,4.52043734346489,1.17648102212843,3.23306949736798,1.03646580015356
101,10,3,5,24,21,35,47,7,1,31,19,5.59227986627161,1.55883321807278,4.45693804057737,1.09168731259479,2.70473709255612,0.711547210133176,1.68853175177946,1.19116256181178
101,36,3,8,25,17,39,38,13,6,32,20,7.67803160440235,1.70052458917621,6.95404358825908,1.09795956142125,1.79006129398795,1.34445740080537,1.76205876276526,0.829286904109722
101,49,3,1,26,22,41,40,1,10,18,24,9.44197201098245,3.06033921850076,7.80047837159327,1.29053293143397,7.25059721909793,1.6681302649904,6.86714106117415,0.873274753471833
101,19,3,16,27,23,47,39,10,5,25,22,8.07132399299826,1.59048889483324,7.58822099385907,0.780034868819712,4.6148020377218,1.6339529876841,10.3397493653933,0.86444145397536
101,30,3,9,28,27,33,37,4,15,20,27,14.8950040736688,2.2860747468003,7.17129798157566,1.02026110084262,4.15159825795126,1.06850186590555,4.0055183012114,1.33966148463105
101,20,3,14,29,18,44,44,5,7,22,29,8.36952586922052,2.85248678377047,5.81623276218306,0.847221314912531,2.38205497170429,1.04715934935302,2.42786009258725,0.766567623166793
101,40,3,12,30,20,48,41,15,9,21,31,5.11917859588129,1.22368678274415,8.64452113039442,1.55859491367119,2.59851940036242,0.772579116302495,6.54313752156804,1.03785393131193
101,26,3,15,31,26,37,36,12,12,28,18,8.18019093735529,1.42227228735783,4.92650098773947,1.13026311825115,6.05297679920113,1.54744047157146,5.54540221521529,1.07180862011955
101,44,3,3,32,31,40,34,16,2,26,17,6.35760551741532,1.73784921654124,5.61973298236626,6.72013418690995,5.38161107763744,3.44337617877545,6.92264225253575,1.73985796548777
101,9,2,6,33,36,31,22,24,32,35,43,2.53138812029556,0.75231746897407,2.40504958243309,1.4194389346203,1.93848997634404,0.653003227575937,2.11228989879055,1.00728617989535
101,6,2,13,34,44,24,23,31,28,44,41,3.44858070841974,0.84716165862892,2.65881586643309,1.1172141080483,2.36482553139285,0.865602185643638,3.10177339404618,0.755441084812446
101,31,2,1,35,40,28,19,20,18,42,42,14.9063836701293,0.93875329789671,2.1573929357769,1.24900413974001,8.44627079146039,0.895512114277608,13.0853598977419,0.811473730270336
101,39,2,9,36,34,27,31,25,23,48,33,3.97145809134327,0.942971895197843,2.40119052649652,1.25965118269687,3.62672720051796,1.47150187135776,4.70990986966171,0.906468985029278
101,4,2,15,37,47,29,17,23,21,36,44,4.17422146020408,0.837499265083807,9.28735158370864,1.55593603952639,4.8856082090042,0.89369516348961,2.84268038123992,1.0453584352008
101,8,2,5,38,41,32,28,19,17,47,46,8.78093356186582,1.26055372453538,3.8020788278036,0.697323035290538,6.00804920300561,2.00157489257344,4.05195269966589,1.1780336891652
101,59,2,4,39,48,21,20,30,22,37,39,3.56871627572036,1.62755469090325,3.21517646108487,1.94051540339115,2.83812469386339,1.29092294240627,2.1903462970713,0.786586155102668
101,47,2,7,40,43,23,26,29,25,45,38,4.08248068022749,1.00421227762672,2.24081743738225,1.23602023827698,1.47505302389482,0.601575983064777,1.67179527763892,0.731125055329358
101,32,2,10,41,45,20,32,26,19,34,36,3.58765874942264,0.691997589415678,1.88177064215961,1.26429539230048,3.32504922321186,0.918021456419865,3.04416210220279,0.739759821279222
101,60,2,14,42,42,17,21,28,27,43,35,3.32408413849544,0.996068232719153,4.67762780192379,1.73154297004703,4.5786044650913,0.735620765689873,9.45526381584477,1.6190806120394
101,54,2,8,43,46,30,25,21,30,38,45,4.22512334454086,0.918398317350693,5.9958145331475,1.29222672086189,7.27577601956364,0.932602606765613,13.4190473199842,1.05750490356513
101,46,2,3,44,33,18,18,22,31,33,48,4.50927456231511,1.83903557475242,6.43793142033383,1.07377150428874,2.17165303268303,0.665575949708,3.30591046109294,0.718382344862221
101,50,2,11,45,38,22,27,18,24,40,37,6.53912034440737,2.70888609085978,2.74088431015161,1.46969871207648,4.36687789998768,0.885041474309674,4.43709719456183,0.635493146144654
101,25,2,2,46,39,19,29,32,29,46,40,3.94802407680572,0.770056553558334,5.05903640224278,1.39830489432779,11.4626903816857,0.824795042541609,3.57883507190763,1.14359052444433
101,12,2,12,47,37,26,24,27,20,41,47,3.29695624536635,0.632618418888342,2.98462737631098,1.32527886783055,5.45585845428423,0.919778109458548,1.63408897835234,0.740558124988638
101,35,2,16,48,35,25,30,17,26,39,34,3.00405159054071,0.903998380983921,10.1535861592715,1.27374097053507,10.052563695474,1.34077025760052,2.16091009064621,0.795503165835726
102,55,2,15,1,13,11,8,45,46,35,40,4.56781945532157,3.39514740437335,4.09830043764259,3.09530500355868,3.04996014177777,1.41485089675916,3.41586806100804,1.92481805197895
102,4,2,13,2,4,16,10,37,47,37,45,13.4671967347917,8.21321337797553,7.72513034975145,3.88163823863988,6.29635821018474,2.43135468139644,4.2947257845417,3.00659253990216
102,54,2,1,3,14,2,15,48,34,36,46,6.18241697854364,2.9395041727912,2.904409422546,3.02548540236648,2.88811536290632,1.33778688162693,2.81842343301014,2.25069735474062
102,41,2,9,4,7,5,5,39,38,34,41,5.20913876685836,3.27736008346801,10.1792580396495,2.99478070754731,5.53928782731418,3.24896580319546,7.49034269560161,2.05429757450747
102,20,2,16,5,15,13,12,44,36,42,33,7.50416382362027,2.39547324536443,2.85062392046302,2.76673109372769,3.19122907742894,1.98739611032124,8.97357680792538,2.12609629676535
102,59,2,14,6,16,8,14,34,45,46,47,7.5019631003629,3.86124347072246,13.9177760660659,2.50685666164463,7.51577201493001,1.26545417704074,7.1822731972552,2.16953093220582
102,51,2,11,7,9,12,11,35,37,44,36,7.45045639658974,2.38566105442806,3.10439804056705,1.67722721870678,4.74474859994461,1.56089316921589,5.93425431957621,1.69340102500428
102,43,2,5,8,12,9,6,33,44,45,38,6.01918392310563,23.4155789646748,13.7859525661506,4.46588749548164,3.869884570252,2.55746354570329,13.477351931032,11.3413947348827
102,21,2,7,9,2,4,2,47,48,39,42,6.02360655697294,1.61643035921361,11.5752855191777,4.34462642950712,6.32835001361491,1.70323761397685,13.0781251444187,2.47623923221272
102,9,2,2,10,11,1,7,42,39,41,34,2.66552500105036,4.82221163131771,4.46185501159289,2.76694016506917,4.98561772149333,2.32455691217183,2.84424684324858,1.27518900431369
102,47,2,3,11,10,15,3,36,42,40,37,10.8148096001046,2.53277643215279,4.28232853798499,2.83499932639279,2.92384638434123,2.09020990653426,2.39720620082971,1.92755247788409
102,22,2,8,12,1,3,9,43,35,48,44,9.97527746462993,2.93598970441417,4.36004628382216,2.37700509012484,17.2370828975563,1.72185200874628,3.15783102961268,2.47903363885416
102,35,2,6,13,8,6,1,41,40,43,48,5.56263681656628,3.32893001638013,4.40935695437975,2.32117485952631,8.22945080740192,1.90441697700408,6.59845134334955,2.27841259512661
102,31,2,12,14,6,14,4,46,43,38,39,4.90825895111357,3.12965054292363,7.54768876642538,2.64896095265885,2.78135483329697,1.32706198718824,5.80019083025672,2.32888760947026
102,2,2,4,15,3,7,16,40,41,47,43,10.8439258099438,5.28931819640547,5.83668833785941,5.37906832914177,5.86619847991005,3.66228816799867,9.19239267762532,2.8510078433128
102,11,2,10,16,5,10,13,38,33,33,35,5.36476935738528,4.5223290276831,8.94129595922277,3.17910841521416,7.28072988160784,2.39989095056444,6.49490798985607,1.81096387596426
102,57,3,6,17,28,33,47,23,19,28,25,4.8052200656798,3.10269248739723,3.54963574075828,3.62821151867593,6.77955005877448,2.50012893255371,5.73803277909337,1.69739652894532
102,60,3,7,18,27,42,43,31,26,17,28,6.60991985633655,6.77113345138514,6.05905061290832,2.49253865556329,8.28468882512061,5.69011763768594,5.98406440969848,2.50731171769166
102,36,3,14,19,19,43,45,18,32,29,24,7.65985530602802,3.431033572655,14.198510051795,2.16207462356124,3.87339320215506,3.02909313797682,4.35343403810566,2.00224545959827
102,18,3,12,20,18,37,38,29,24,27,20,4.13114292178443,2.48777031400914,3.75217289502598,1.94946562303812,5.81356024608067,1.58453585272673,2.41168545105393,1.29444131499986
102,26,3,3,21,25,41,35,30,31,19,23,4.63625559430375,3.38156387423214,4.21882770686534,2.17832300569535,6.00433594221158,1.62588072028029,3.68348197833075,2.48254616062968
102,12,3,2,22,24,38,42,24,28,25,32,6.38191265276237,2.98576819715981,6.55596585419153,2.54217693949067,6.27444785619355,1.82216867505485,6.58341946712517,1.89440433017626
102,48,3,11,23,31,35,34,26,20,31,26,6.67684256227267,4.68432257975928,3.92433614632682,3.21992161883827,25.0660569240063,3.97613476312563,21.8808736990768,2.50783989792853
102,19,3,8,24,20,48,36,20,30,20,19,4.01723451939961,3.05166571714199,3.58330890241086,2.56052308235121,3.78523357092399,2.8022870383702,5.26564691644035,1.06896046924794
102,24,3,10,25,23,44,33,22,25,23,31,3.96651757892732,3.41587741004105,13.5044742471473,2.25396330139938,4.84517967644933,3.83071057542747,4.35723559296366,1.61907216269265
102,8,3,16,26,29,46,48,32,27,32,22,7.82960456764749,6.30221451728949,4.97832469571131,3.08223556685516,6.32652675078771,2.2853987254648,7.98012976877271,1.79169939955227
102,58,3,4,27,17,45,41,21,23,26,30,7.54749196844841,2.71569295791505,4.24099329580986,1.94062328964264,5.54180209266633,1.85936000187303,3.66539906659818,1.39310294886764
102,29,3,13,28,26,39,39,28,17,21,29,6.05612157092037,3.44236428400291,10.7564305347196,3.17512252998131,5.80088281050848,1.76456833148404,3.90645605327609,1.90472974446129
102,46,3,5,29,21,47,37,17,22,30,27,5.09980576020416,4.69080884329878,4.22397989801266,2.48333152909345,12.8778655277165,1.90006516227095,14.4953729409553,1.55963592999251
102,17,3,1,30,32,36,44,27,18,24,21,4.28445459662635,3.36201309932085,9.09685616899606,2.1132939111385,18.850262979543,2.20199953172778,8.20471778105457,1.74248338347024
102,7,3,9,31,30,40,46,25,21,18,18,7.3683225458899,3.61417142426444,10.6801092935784,4.75324243449177,9.7737203870247,3.67856641951948,3.1445109403594,1.61135065412327
102,42,3,15,32,22,34,40,19,29,22,17,5.75502615149389,3.62074978640658,4.12910593529341,3.01776673268523,11.8315511069368,2.77869507534251,8.54313357698538,1.93624369748159
102,30,1,9,33,47,32,18,14,11,14,4,5.39173554225499,2.93042678853772,19.072867822189,2.78211252312121,15.6112897145176,5.61115958831761,13.1757179058204,2.9427874901894
102,38,1,5,34,34,30,28,3,14,7,10,6.43729559486837,2.05512151992343,9.52389931956077,2.75784797595497,10.4532438580409,2.39515821724035,10.8626056090743,1.41019591108034
102,45,1,2,35,45,23,21,11,2,4,6,4.73313673737675,2.90046014546624,6.21903771821553,3.01684718611341,4.32831697793426,2.33756443705715,8.3998454350949,1.52947052681611
102,40,1,8,36,40,25,27,10,4,16,1,2.96497770912583,1.69756706772432,2.77341183684439,2.68697157257202,2.96686108586073,2.05218794325901,2.60363409641559,1.58896698106128
102,37,1,15,37,41,22,26,1,1,8,8,5.68923126330037,2.13661039854196,5.03801833858734,2.52198203705711,18.1002329567154,1.95367764513958,9.03305675600495,2.00079665627618
102,52,1,14,38,48,20,23,2,3,12,15,5.96101942927817,5.37302987791873,10.8509905202991,3.1056066834708,11.7088495323524,3.85304730023108,6.64193901433737,2.04646037947441
102,23,1,10,39,38,19,32,6,15,3,12,13.0789401536513,1.86009127713714,5.22487937479809,2.66138637948552,5.08739685288583,3.40345938230985,19.2476949344118,2.3711361677515
102,49,1,7,40,46,24,30,7,8,11,16,4.21834621406288,1.86956000886539,15.7097769829829,3.25737324244574,6.93226663412224,10.1599834140361,5.35221435371477,8.66252239649202
102,14,1,4,41,37,18,20,15,7,1,5,4.81139989101439,1.48799888025087,7.1563398449116,3.58995001425683,2.90989634647758,1.76801661418904,9.61083362968202,1.51333502779653
102,34,1,13,42,42,26,24,8,12,5,2,5.12786343100879,1.97274860751395,5.39734393254821,2.97134294134958,7.50128014173879,2.79965488580001,7.13905063741277,1.79028452419516
102,6,1,1,43,33,31,19,13,6,2,3,8.7466738686162,2.71284020641178,7.09887677582037,3.14454163878145,8.24895269412355,1.9276249606055,5.73010941404664,1.23675652607108
102,27,1,12,44,43,27,17,12,16,6,11,6.59275722475923,6.69267863486311,15.0988336541859,2.41569037394811,14.3332709549977,2.19636126537534,22.5192757215009,2.68531179235924
102,16,1,3,45,44,21,31,4,10,13,13,7.41124627304634,2.15466297697685,9.54417358332239,2.4545077339094,9.73054691846028,1.73239042863315,13.6711298410664,1.29675454623975
102,13,1,11,46,36,29,25,9,9,15,7,11.4401857358343,2.98496745562079,20.9492094924663,1.84523504925392,5.0779285340077,1.84760605714018,6.27915667758589,1.43303142616969
102,3,1,6,47,35,17,29,16,5,10,14,6.58869837403563,3.14347272192481,11.3402068220926,2.39706326743408,4.22866853530923,2.61542013681901,7.09595029971115,1.68632687350055
102,10,1,16,48,39,28,22,5,13,9,9,5.21419656986973,4.06876003221487,9.04407177222947,2.85706491934661,12.6188654696634,1.95829567973487,8.4905567178057,1.53462439155828
103,25,2,6,1,9,24,25,42,43,32,28,25.4337710494056,3.08272846544787,11.9417424327621,2.13000562623529,15.5098210466149,2.81454734414001,23.888375050019,2.05354614163298
103,7,2,4,2,6,19,21,39,39,19,17,23.0594296020745,4.74675625664349,5.88380070292624,2.1710786955764,6.80261229640564,2.24643597459908,4.10594717286585,1.02509858510166
103,37,2,10,3,11,21,29,38,34,29,18,0.218481865354079,7.75528896980086,14.7767553506255,4.06746043539351,25.6280546376292,1.43345724727078,19.0543483975689,0.934771540902148
103,56,2,13,4,3,23,18,36,38,25,31,18.0825877554262,4.70355853387355,3.68474892896302,3.55091062773954,3.81514698786668,2.36180361650077,3.96946627331636,4.24105544960548
103,52,2,14,5,5,28,22,47,46,27,25,6.66052400528315,5.30567010688901,13.3653235883248,1.36294394920515,22.2703931033921,1.15439589585367,13.9334969331812,1.34880791270189
103,4,2,2,6,4,30,26,44,45,22,32,18.2446039467295,3.15080540248891,11.2975414083294,3.84645798842939,17.9776829065941,1.33458548435374,8.457713517706,1.72018243171078
103,59,2,16,7,1,32,32,43,40,17,30,6.24201838668159,3.57464771086961,12.8638219924042,2.71171049200348,12.1412387478194,1.56928783901094,4.9295765682582,3.82769028635812
103,38,2,3,8,13,18,20,35,33,28,19,13.941030510915,6.47703941533564,6.40269839676421,3.10300640305923,10.5303121604775,1.48840856982861,10.9694028608428,0.980944799030112
