SubjectID,ImageNumber,TrialNumberR1,TrialNumberR2,TrialNumberR3,RatingR1,RatingR2,RatingR3,AvgRatingR1R2,AvgRatingR1R2R3,RespTimeR1,RespTimeR2,RespTimeR3
100,21,28,56,59,571.641791044776,571.641791044776,600.298507462687,571.641791044776,581.194029850746,2.42896335845489,2.45233400662164,1.28136248472038
100,36,29,50,55,564.477611940299,428.358208955224,643.283582089552,496.417910447761,545.373134328358,2.89232809229134,1.56752022106684,1.19061291448088
100,20,30,22,10,550.149253731343,550.149253731343,363.880597014925,550.149253731343,488.059701492537,3.42473428401036,1.39230897905873,1.38474362769375
100,59,31,13,13,406.865671641791,320.89552238806,313.731343283582,363.880597014925,347.164179104477,2.28695756874413,1.35444950739384,1.20068118319796
100,28,32,16,60,263.582089552239,371.044776119403,571.641791044776,317.313432835821,402.089552238806,4.76259039066827,2.13601114638641,1.19535688717224
100,44,33,32,42,113.134328358209,34.3283582089549,12.8358208955221,73.7313432835818,53.4328358208952,2.26844248592897,2.64842200994735,1.71958632489805
100,6,34,19,28,736.417910447761,808.059701492537,679.10447761194,772.238805970149,741.194029850746,1.98065294046319,1.60134025145726,1.7405060053843
100,15,35,38,2,114.626865671642,98.8059701492534,55.8208955223878,106.716417910448,89.7512437810943,3.29653476453359,1.76161708208201,1.92848647405117
100,10,36,37,37,428.358208955224,593.134328358209,679.10447761194,510.746268656716,566.865671641791,2.08058739457829,1.40431150650875,1.58758080375264
100,37,37,3,24,306.567164179104,263.582089552239,84.4776119402982,285.074626865671,218.20895522388,1.48517110181683,1.26811600396422,1.72955373763943
100,3,38,5,25,671.940298507463,750.746268656717,628.955223880597,711.34328358209,683.880597014926,1.99134987917523,1.38010905248348,2.01025844543256
100,43,39,57,29,98.8059701492534,41.4925373134325,12.8358208955221,70.149253731343,51.0447761194027,2.20314304892781,3.10260235349688,1.8141965079667
100,22,40,53,9,0,0,19.9999999999997,0,6.66666666666657,2.57807081417013,1.89533908145586,1.90305019151492
100,39,41,55,18,170.44776119403,306.567164179104,342.388059701492,238.507462686567,273.134328358209,3.12453721770999,1.28580919638989,1.28450328232066
100,46,42,49,21,399.701492537313,557.313432835821,600.298507462687,478.507462686567,519.10447761194,1.40485715872273,3.41826808945825,1.27236450218334
100,49,43,31,14,34.3283582089549,156.119402985074,70.149253731343,95.2238805970146,86.8656716417908,2.36960038677307,1.73657818634638,1.93640291285374
100,23,44,9,1,335.223880597015,335.223880597015,578.805970149254,335.223880597015,416.417910447761,1.89659971061747,1.18342401809514,4.76224504916172
100,31,45,28,52,421.194029850746,406.865671641791,320.89552238806,414.029850746269,382.985074626866,4.07584243010979,1.51382093625489,1.46936380108127
100,32,46,47,33,170.44776119403,156.119402985074,141.791044776119,163.283582089552,156.119402985074,1.92759699067392,1.53603101729004,1.45660967848198
100,51,47,17,3,299.402985074627,342.388059701492,306.567164179104,320.89552238806,316.119402985074,1.82349714484781,1.05254841232727,1.35425843881239
100,48,48,11,50,328.059701492537,328.059701492537,234.925373134328,328.059701492537,297.014925373134,2.30398666258407,1.77883724220283,1.46933009446184
100,24,49,33,12,363.880597014925,385.373134328358,406.865671641791,374.626865671642,385.373134328358,2.73485505913686,1.75700565655279,2.19142824921437
100,41,50,7,53,593.134328358209,607.462686567164,98.8059701492534,600.298507462687,433.134328358209,1.68699517102823,1.32283670742345,1.60779583451949
100,34,51,43,8,335.223880597015,328.059701492537,27.1641791044773,331.641791044776,230.149253731343,2.85305847039172,3.3663372736155,1.83512876740679
100,38,52,23,32,600.298507462687,557.313432835821,399.701492537313,578.805970149254,519.10447761194,1.43544311484948,1.40582971213735,1.96845756790754
100,9,53,26,5,636.119402985075,772.238805970149,707.761194029851,704.179104477612,705.373134328358,1.67745150440305,1.93465747756272,1.37105025113851
100,56,54,44,51,378.20895522388,385.373134328358,19.9999999999997,381.791044776119,261.194029850746,2.13431513366686,1.36664686809854,1.93640075644362
100,45,55,54,57,585.970149253731,657.611940298508,643.283582089552,621.791044776119,628.955223880597,1.56386732309556,1.27214226557862,1.53548195300755
100,60,56,41,40,371.044776119403,285.074626865671,184.776119402985,328.059701492537,280.298507462686,2.72343176991853,1.30158591371674,1.3893394213992
100,11,57,40,22,650.44776119403,714.925373134329,657.611940298508,682.686567164179,674.328358208955,1.84927366902457,1.40892526130301,1.42427473171665
100,5,58,12,15,979.999999999998,987.164179104476,1000,983.582089552237,989.054726368158,3.28552998288478,2.0407777776677,2.790730840783
100,42,59,39,17,779.402985074627,743.582089552239,478.507462686567,761.492537313433,667.164179104478,2.2132540320822,1.53790005107294,1.76044374934827
100,47,60,60,4,743.582089552239,858.20895522388,800.89552238806,800.89552238806,800.89552238806,1.44047880966127,1.52940719689286,1.52154446620443
101,9,1,13,19,765.074626865672,743.582089552239,815.223880597015,754.328358208955,774.626865671642,17.2488739222608,1.47825618144429,2.03176161353349
101,13,2,59,38,528.656716417911,485.671641791045,550.149253731343,507.164179104478,521.492537313433,2.53285290657072,2.01176617435272,1.37783926099746
101,55,3,29,24,177.611940298507,191.940298507462,227.761194029851,184.776119402985,199.10447761194,2.33200046318075,2.90424951469413,2.78623880158102
101,29,4,51,43,879.701492537313,886.86567164179,915.5223880597,883.283582089552,894.029850746268,1.55129375431852,1.95819996341515,2.00798024547385
101,7,5,46,41,378.20895522388,335.223880597015,550.149253731343,356.716417910448,421.194029850746,1.29222511719854,1.65255805057814,2.75874142437169
101,2,6,58,11,686.268656716418,500,614.626865671642,593.134328358209,600.298507462687,1.38251361947619,0.841044323699407,2.20162646639255
101,27,7,8,56,786.567164179105,643.283582089552,593.134328358209,714.925373134329,674.328358208955,1.44672270384513,1.79802733224278,1.0795347503099
101,41,8,21,36,399.701492537313,320.89552238806,564.477611940299,360.298507462686,428.358208955224,1.83163659192428,1.29909617399039,1.45579077968341
101,54,9,16,20,607.462686567164,614.626865671642,621.79104477612,611.044776119403,614.626865671642,1.25950717371097,1.17112125785388,1.23360030999902
101,45,10,44,4,614.626865671642,600.298507462687,779.402985074627,607.462686567164,664.776119402985,1.25721233118907,1.04380801329307,1.58041243536354
101,56,11,7,9,256.417910447761,363.880597014925,342.388059701492,310.149253731343,320.89552238806,1.59393388484409,1.22493796103595,1.5746597735224
101,31,12,14,53,700.597014925373,808.059701492537,657.611940298508,754.328358208955,722.089552238806,1.49607095894703,2.42919818944279,1.23405190165067
101,30,13,30,31,571.641791044776,571.641791044776,535.820895522388,571.641791044776,559.701492537313,1.03419469185246,1.13473990538182,1.08516713738481
101,43,14,40,17,772.238805970149,894.029850746268,793.731343283582,833.134328358209,820,1.55934350381017,1.80021376710943,1.92706002484829
101,12,15,60,2,449.850746268657,421.194029850746,557.313432835821,435.522388059701,476.119402985075,1.91086719264695,1.42884442126615,7.03503340788211
101,20,16,53,16,457.014925373134,428.358208955224,521.492537313433,442.686567164179,468.955223880597,1.06498118297554,1.60925464481375,2.39579933041659
101,15,17,36,8,464.179104477612,442.686567164179,449.850746268657,453.432835820895,452.238805970149,0.891172600745676,1.64737148196605,2.5551678846914
101,46,18,27,1,865.373134328358,901.194029850745,843.880597014925,883.283582089551,870.149253731343,1.75863718624191,1.96054836829921,6.75971581033718
101,34,19,22,37,621.79104477612,614.626865671642,528.656716417911,618.208955223881,588.358208955224,0.97204310780171,1.18974428177967,1.46417473265592
101,35,20,54,42,800.89552238806,657.611940298508,765.074626865672,729.253731343284,741.194029850746,1.70215647719169,1.34258111446707,1.37701882673264
101,33,21,15,44,872.537313432835,958.507462686566,879.701492537313,915.5223880597,903.582089552238,2.07167038432226,2.01004319824824,1.88916609692842
101,6,22,47,22,879.701492537313,851.044776119403,829.55223880597,865.373134328358,853.432835820895,2.79998636761979,1.7458976831017,1.68386605308388
101,11,23,18,33,908.358208955223,958.507462686566,944.179104477611,933.432835820894,937.014925373133,1.83345867443541,1.94923484277638,1.95360899543994
101,59,24,10,60,349.55223880597,199.10447761194,471.343283582089,274.328358208955,340,1.47436473150447,2.0626735111457,1.49251178809209
101,4,25,17,10,464.179104477612,478.507462686567,528.656716417911,471.343283582089,490.44776119403,1.89317685943456,1.17618338217562,2.09954879198722
101,39,26,50,25,392.537313432836,335.223880597015,421.194029850746,363.880597014925,382.985074626866,1.04393053318722,1.23017873347567,1.92830158115885
101,3,27,55,28,858.20895522388,808.059701492537,800.89552238806,833.134328358209,822.388059701493,1.76955428613837,1.66704137744864,1.6792738021777
101,48,28,37,7,593.134328358209,614.626865671642,571.641791044776,603.880597014925,593.134328358209,1.21916669669804,1.6364723431011,2.00802290292449
101,52,29,49,34,277.910447761194,349.55223880597,399.701492537313,313.731343283582,342.388059701492,1.49708639869891,1.80898708958921,1.36076922484153
101,21,30,20,48,571.641791044776,578.805970149254,550.149253731343,575.223880597015,566.865671641791,1.05420167741067,0.928816998619595,1.04916681536906
101,47,31,1,46,1000,500,1000,750,833.333333333333,2.41918459358317,3.38481134859239,2.39515112961544
101,22,32,56,32,528.656716417911,535.820895522388,542.985074626866,532.238805970149,535.820895522388,1.25324422613244,1.22766194392034,0.901544134306278
101,50,33,43,30,858.20895522388,729.253731343284,858.20895522388,793.731343283582,815.223880597015,1.7448575469316,1.56239399259107,1.87174389625852
101,57,34,41,29,0,0,0,0,0,3.13278311513363,2.3667149677724,2.50589564324218
101,25,35,26,23,550.149253731343,550.149253731343,585.970149253731,550.149253731343,562.089552238806,1.01739952362641,0.817132096695104,1.28384437155273
101,49,36,3,18,342.388059701492,449.850746268657,492.835820895522,396.119402985075,428.358208955224,1.43680500706523,1.4329578182394,3.62265453659802
101,44,37,38,45,177.611940298507,213.432835820895,220.597014925373,195.522388059701,203.880597014925,2.01782000420599,1.68036717997802,1.90611072659522
101,8,38,5,5,392.537313432836,421.194029850746,564.477611940299,406.865671641791,459.402985074627,2.43521738016329,1.72410582002635,1.63447289540272
101,23,39,52,39,528.656716417911,557.313432835821,614.626865671642,542.985074626866,566.865671641791,1.37749735993157,0.962301814010971,1.41060435219242
101,5,40,35,50,363.880597014925,378.20895522388,535.820895522388,371.044776119403,425.970149253731,1.31557349610307,1.23913872239132,1.68247311093546
101,51,41,42,54,901.194029850745,1000,994.328358208953,950.597014925373,965.174129353233,1.84834740744805,2.03347689205316,2.08043632994941
101,24,42,28,21,886.86567164179,836.716417910448,843.880597014925,861.791044776119,855.820895522388,1.91071965560172,1.82866307899349,1.85955829850445
101,32,43,39,35,843.880597014925,872.537313432835,772.238805970149,858.20895522388,829.55223880597,2.56475426458519,2.4730651225741,1.55938423686348
101,28,44,57,13,485.671641791045,535.820895522388,542.985074626866,510.746268656716,521.492537313433,1.65140694089109,0.779553449026025,1.65986562458511
101,26,45,24,52,915.5223880597,915.5223880597,736.417910447761,915.5223880597,855.820895522387,1.91011250858651,1.98896496544717,1.36908069222227
101,18,46,2,49,944.179104477611,901.194029850745,808.059701492537,922.686567164178,884.477611940298,2.12010583413871,4.4685389426063,1.78768755122019
101,58,47,34,51,299.402985074627,464.179104477612,449.850746268657,381.791044776119,404.477611940298,2.17744289951793,2.6584053285676,3.1392320876821
101,14,48,23,57,442.686567164179,421.194029850746,535.820895522388,431.940298507463,466.567164179104,0.990537838644286,1.04832617494299,1.88858172193522
101,40,49,32,26,793.731343283582,915.5223880597,865.373134328358,854.626865671641,858.20895522388,2.29215551820107,1.89860975076635,1.87179585495687
101,53,50,6,47,865.373134328358,929.850746268655,1000,897.611940298507,931.741293532338,1.86364988565356,1.97345850123975,1.92158928705794
101,36,51,33,55,800.89552238806,822.388059701492,765.074626865672,811.641791044776,796.119402985075,1.59586469574288,1.63935156061598,1.5659958208953
101,10,52,12,3,872.537313432835,829.55223880597,822.388059701492,851.044776119403,841.492537313433,1.79497684346211,1.67873785782422,2.10253417202784
101,42,53,45,59,671.940298507463,650.44776119403,664.776119402985,661.194029850746,662.388059701493,1.50302187818306,1.29421430145021,1.11435798328785
101,60,54,48,14,163.283582089552,191.940298507462,378.20895522388,177.611940298507,244.477611940298,2.27547164422458,1.5937719148269,1.63212416978604
101,19,55,19,40,901.194029850745,987.164179104476,836.716417910448,944.179104477611,908.358208955223,2.11192650863336,2.60621955120314,2.02516029294929
101,16,56,9,15,829.55223880597,765.074626865672,628.955223880597,797.313432835821,741.194029850746,1.71370574125444,1.47990378536224,1.78224503790716
101,37,57,4,58,0,0,0,0,0,2.42008777688739,2.40519359141854,2.58058659322342
101,38,58,25,6,965.671641791043,1000,879.701492537313,982.835820895522,948.457711442785,2.33474016196806,2.18873461521639,2.39844858258039
101,1,59,11,12,614.626865671642,643.283582089552,621.79104477612,628.955223880597,626.567164179105,1.14525127840329,1.20471800895984,1.33930482986125
101,17,60,31,27,263.582089552239,363.880597014925,585.970149253731,313.731343283582,404.477611940298,1.63065296885702,1.14113595703384,1.68917353792676
102,21,1,56,4,700.597014925373,851.044776119403,800.89552238806,775.820895522388,784.179104477612,12.1062121452633,2.42574408483301,3.14931830058049
102,16,2,11,51,808.059701492537,714.925373134329,571.641791044776,761.492537313433,698.208955223881,7.88763122211799,2.09845221844216,1.65717009238142
102,9,3,45,37,800.89552238806,722.089552238806,808.059701492537,761.492537313433,777.014925373135,6.49480437366765,3.89477709389303,2.35267451932305
102,49,4,48,1,349.55223880597,421.194029850746,550.149253731343,385.373134328358,440.298507462686,4.31692768643438,2.75635757256373,6.75599378942024
102,54,5,40,13,206.268656716418,206.268656716418,277.910447761194,206.268656716418,230.149253731343,5.47101226547488,3.7257778910473,2.14538100499703
102,40,6,50,11,894.029850746268,901.194029850745,915.5223880597,897.611940298507,903.582089552238,5.45743666492308,2.58957961666397,2.12681591460296
102,50,7,51,15,729.253731343284,585.970149253731,600.298507462687,657.611940298508,638.507462686567,4.73778109441764,3.15983489498035,1.51228769228419
102,12,8,3,26,299.402985074627,600.298507462687,600.298507462687,449.850746268657,500,3.88740329067446,2.95613127276215,1.76957440741899
102,3,9,4,34,829.55223880597,714.925373134329,894.029850746268,772.238805970149,812.835820895522,4.77662704749855,2.65858190023164,1.93328597693107
102,4,10,21,12,722.089552238806,664.776119402985,614.626865671642,693.432835820896,667.164179104478,4.32816921465837,3.40076342905218,1.85315839210489
102,26,11,54,18,800.89552238806,808.059701492537,901.194029850745,804.477611940299,836.716417910447,4.04090928305845,2.43556475471314,1.91259846361572
102,51,12,23,42,399.701492537313,600.298507462687,693.432835820896,500,564.477611940299,2.9550615779317,2.6112214235427,1.65211391523826
102,32,13,37,17,614.626865671642,686.268656716418,707.761194029851,650.44776119403,669.55223880597,4.59147788703785,1.90271977294537,2.28032770574282
102,25,14,41,2,564.477611940299,600.298507462687,542.985074626866,582.388059701493,569.253731343284,4.62518046750938,3.47478643689647,1.71237773241228
102,56,15,5,20,428.358208955224,421.194029850746,399.701492537313,424.776119402985,416.417910447761,3.61971846877373,2.46636250700431,2.22043845904864
102,41,16,15,50,292.238805970149,363.880597014925,564.477611940299,328.059701492537,406.865671641791,3.02276618749966,2.54998628499675,1.35037627050315
102,24,17,29,48,779.402985074627,800.89552238806,693.432835820896,790.149253731343,757.910447761194,4.1484073183974,3.38797690260662,1.86305409172564
102,46,18,47,45,800.89552238806,800.89552238806,693.432835820896,800.89552238806,765.074626865672,2.64775998853042,2.07699077881125,1.54257620988392
102,53,19,46,3,808.059701492537,894.029850746268,908.358208955223,851.044776119403,870.149253731343,2.189317040991,2.92227526676311,2.56900102333657
102,23,20,55,58,607.462686567164,600.298507462687,600.298507462687,603.880597014925,602.686567164179,2.62283325724434,2.02795313564729,1.77470062238535
102,57,21,7,8,800.89552238806,808.059701492537,800.89552238806,804.477611940299,803.283582089552,2.37107688288143,3.06084659442217,2.10479735868466
102,14,22,32,19,686.268656716418,614.626865671642,700.597014925373,650.44776119403,667.164179104478,3.13904761763024,2.46400393785302,1.59507614044469
102,8,23,22,24,320.89552238806,435.522388059701,686.268656716418,378.20895522388,480.89552238806,3.89094548208209,2.63275037950962,2.63845531096649
102,30,24,6,40,399.701492537313,406.865671641791,449.850746268657,403.283582089552,418.805970149254,2.56414728974323,4.83742992769658,2.23034334566819
102,39,25,9,47,399.701492537313,378.20895522388,428.358208955224,388.955223880597,402.089552238806,2.81312370720639,2.10171498328486,1.69365497701801
102,60,26,58,28,686.268656716418,614.626865671642,714.925373134329,650.44776119403,671.940298507463,3.53809536432436,2.73572983022541,1.74690938672029
102,1,27,2,43,686.268656716418,571.641791044776,607.462686567164,628.955223880597,621.79104477612,3.64247601978423,2.09041112154205,1.84362464333481
102,35,28,33,44,793.731343283582,772.238805970149,700.597014925373,782.985074626866,755.522388059702,3.05806593498505,2.25406248503396,1.84966726077437
102,42,29,57,22,299.402985074627,399.701492537313,399.701492537313,349.55223880597,366.268656716418,2.7612546874584,2.29408846570436,1.65997833167239
102,45,30,53,35,600.298507462687,421.194029850746,557.313432835821,510.746268656716,526.268656716418,2.23977493874759,3.18870794014197,1.42499752861113
102,28,31,30,16,607.462686567164,564.477611940299,542.985074626866,585.970149253731,571.641791044776,2.60426899588538,2.62055299510121,1.75999018897983
102,7,32,25,30,299.402985074627,421.194029850746,542.985074626866,360.298507462686,421.194029850746,3.67604993788973,2.39130734248488,2.16280423190256
102,59,33,26,21,793.731343283582,736.417910447761,707.761194029851,765.074626865672,745.970149253732,2.26104286434111,2.38173069736399,1.85262253309338
102,2,34,43,32,686.268656716418,557.313432835821,564.477611940299,621.791044776119,602.686567164179,2.46303195281598,2.34195118750449,2.38398267493449
102,11,35,13,60,693.432835820896,607.462686567164,607.462686567164,650.44776119403,636.119402985075,2.51812632574911,3.04198289996202,1.73610649048533
102,5,36,12,25,485.671641791045,571.641791044776,600.298507462687,528.656716417911,552.537313432836,4.08714365665219,3.54130092406899,1.83970251440041
102,34,37,31,38,285.074626865671,406.865671641791,435.522388059701,345.970149253731,375.820895522388,2.35219499865457,2.42754835105438,1.83351274628785
102,38,38,18,55,607.462686567164,578.805970149254,800.89552238806,593.134328358209,662.388059701493,2.6800346322982,1.89777062909889,1.84567438929753
102,58,39,16,10,908.358208955223,915.5223880597,908.358208955223,911.940298507462,910.746268656715,2.34519558168608,2.61268331040628,2.30299292953077
102,31,40,1,36,901.194029850745,908.358208955223,800.89552238806,904.776119402984,870.149253731343,2.49078201678662,4.68084053997632,2.0859368715719
102,36,41,8,41,707.761194029851,722.089552238806,593.134328358209,714.925373134329,674.328358208955,1.88206055754608,2.80627870016474,1.56078595168947
102,10,42,59,59,600.298507462687,399.701492537313,564.477611940299,500,521.492537313433,2.61301144760114,2.4796014315034,2.35540747472442
102,18,43,44,23,800.89552238806,500,894.029850746268,650.44776119403,731.641791044776,2.28893748757559,0.647601487824431,1.83264408223567
102,55,44,38,29,306.567164179104,428.358208955224,435.522388059701,367.462686567164,390.149253731343,3.24151648413135,2.99595479987602,1.68986570219568
102,37,45,60,33,564.477611940299,607.462686567164,614.626865671642,585.970149253731,595.522388059701,2.75540275402113,1.77590633095156,1.78353711597265
102,15,46,42,54,600.298507462687,607.462686567164,585.970149253731,603.880597014925,597.910447761194,1.9157420139129,3.02912166451097,1.36881137120236
102,29,47,39,49,693.432835820896,808.059701492537,736.417910447761,750.746268656717,745.970149253732,1.62437136467202,4.10529681263415,1.63250519830945
102,48,48,28,39,714.925373134329,779.402985074627,550.149253731343,747.164179104478,681.492537313433,3.031338240276,2.0646186638769,1.93036960563404
102,17,49,24,6,707.761194029851,707.761194029851,557.313432835821,707.761194029851,657.611940298508,2.99131562565253,3.36690205934178,2.17247612857773
102,20,50,10,56,800.89552238806,808.059701492537,829.55223880597,804.477611940299,812.835820895522,2.88728702265439,2.33872097557241,2.04900382835422
102,52,51,35,5,628.955223880597,593.134328358209,542.985074626866,611.044776119403,588.358208955224,3.58034923525611,2.76672667336129,1.38405715198405
102,47,52,52,14,686.268656716418,757.910447761194,593.134328358209,722.089552238806,679.104477611941,2.21985543650226,2.49402076090473,2.22501664927859
102,22,53,27,46,435.522388059701,385.373134328358,564.477611940299,410.44776119403,461.791044776119,4.83713952622975,2.53522694120693,1.46672408939412
102,43,54,17,7,593.134328358209,593.134328358209,578.805970149254,593.134328358209,588.358208955224,3.11070469597394,2.61254230141935,4.12884946512713
102,6,55,20,53,578.805970149254,435.522388059701,628.955223880597,507.164179104478,547.761194029851,2.04232358686659,2.72084989683572,1.67015029823506
102,33,56,49,52,736.417910447761,808.059701492537,808.059701492537,772.238805970149,784.179104477612,2.72133674667816,2.49890806067401,2.12479164319211
102,19,57,14,31,800.89552238806,800.89552238806,1000,800.89552238806,867.26368159204,2.18436247018371,3.50819177283256,2.42198669925801
102,27,58,34,57,671.940298507463,714.925373134329,600.298507462687,693.432835820896,662.388059701493,2.50478274960142,2.40091976338749,1.52409013455235
102,44,59,36,27,535.820895522388,435.522388059701,435.522388059701,485.671641791045,468.955223880597,3.97342116945674,1.79749897663169,1.67321892643031
102,13,60,19,9,636.119402985075,600.298507462687,571.641791044776,618.208955223881,602.686567164179,2.78332229360012,3.25177257531709,1.95389110246469
103,31,1,37,48,679.10447761194,234.925373134328,435.522388059701,457.014925373134,449.850746268657,16.3254975477112,1.41582570833089,1.63801375242292
103,38,2,11,23,621.79104477612,657.611940298508,457.014925373134,639.701492537313,578.805970149254,8.50045378087634,2.8784188667596,4.43864219599345
103,1,3,57,18,328.059701492537,428.358208955224,464.179104477612,378.20895522388,406.865671641791,6.49700111090442,1.47847384334364,1.86926481344926
103,9,4,30,11,342.388059701492,342.388059701492,349.55223880597,342.388059701492,344.776119402985,3.68631289406494,3.95735147112373,1.5085278158931
103,50,5,49,27,170.44776119403,0,335.223880597015,85.2238805970148,168.557213930348,3.75984157992298,2.35338904016953,1.65426007360293
103,16,6,20,1,442.686567164179,636.119402985075,199.10447761194,539.402985074627,425.970149253731,4.01566352588452,1.67324408256809,4.71008755625007
103,14,7,60,14,442.686567164179,435.522388059701,277.910447761194,439.10447761194,385.373134328358,2.52898060787265,1.79869489124121,1.47520709495257
103,33,8,7,28,557.313432835821,621.79104477612,585.970149253731,589.55223880597,588.358208955224,1.87129767536408,1.87063901608326,2.31557412809343
103,23,9,23,3,600.298507462687,772.238805970149,628.955223880597,686.268656716418,667.164179104478,2.27449679577603,1.99227064611114,4.82239159413257
103,52,10,5,58,657.611940298508,714.925373134329,779.402985074627,686.268656716418,717.313432835821,2.02235976575957,2.3549590746361,2.28971431595528
103,6,11,33,40,707.761194029851,757.910447761194,535.820895522388,732.835820895523,667.164179104478,3.29751128371117,1.45149590246001,2.59437865047948
103,17,12,44,12,371.044776119403,356.716417910448,435.522388059701,363.880597014925,387.761194029851,3.29862943272565,5.37014049782192,2.90911174685425
103,41,13,55,24,163.283582089552,0,0,81.641791044776,54.4278606965173,3.44578970807197,2.33673447323145,2.37853362173882
103,56,14,21,51,120.298507462686,163.283582089552,113.134328358209,141.791044776119,132.238805970149,4.07638758594931,1.87293710263111,2.38462668542343
103,12,15,47,34,328.059701492537,421.194029850746,392.537313432836,374.626865671642,380.597014925373,2.44513245772214,1.5262340988038,2.1949949691807
103,11,16,43,17,693.432835820896,829.55223880597,256.417910447761,761.492537313433,593.134328358209,3.73204119696402,2.63383653024448,2.49183116367931
103,44,17,14,60,0,0,0,0,0,2.62336096852141,2.12321897555466,2.07493649990283
103,47,18,38,13,428.358208955224,191.940298507462,378.20895522388,310.149253731343,332.835820895522,3.68637866536301,1.6527832765305,2.15039781129235
103,36,19,18,30,571.641791044776,636.119402985075,156.119402985074,603.880597014925,454.626865671642,1.60163451871267,1.70836226057872,3.52294232499298
103,10,20,51,5,399.701492537313,349.55223880597,371.044776119403,374.626865671642,373.432835820895,2.03706194311326,1.40470852691396,2.22596319559125
103,20,21,53,57,843.880597014925,958.507462686566,750.746268656717,901.194029850745,851.044776119402,2.7388308848931,2.09094442902733,1.6406016227993
103,2,22,28,44,1000,1000,836.716417910448,1000,945.572139303482,2.25599200441866,2.19588733186174,1.70358837470485
103,26,23,54,36,851.044776119403,786.567164179105,657.611940298508,818.805970149254,765.074626865672,4.69006949646246,1.55254111928207,2.5891894510969
