SubjectID,BlockNumber,IsControlBlock,TrialNumber,ImageNumber,RespTimeBlank,RecallRating,RespTimeRating
100,2,0,1,36,8.75237467086299,1000,7.55554845907682
100,2,0,2,13,11.289236115761,1000,3.22348966695608
100,2,0,3,26,9.59364322180954,1000,1.99513768544784
100,2,0,4,53,41.1861497270911,1000,2.93260198147618
100,2,0,5,25,4.05606811247526,1000,1.93950982638307
100,2,0,6,15,4.67983528166042,1000,1.82891800440666
100,2,0,7,55,2.54643920461422,1000,1.76864890076831
100,2,0,8,44,2.24983473374414,1000,1.78095664843204
100,2,0,9,27,3.51213760730388,1000,2.57985732605812
100,2,0,10,31,2.06276118408095,1000,2.67890138685107
100,2,0,11,50,10.6187858601188,765.074626865672,2.09384334027345
100,2,0,12,52,3.38040759643991,1000,1.72576647721326
100,2,0,13,22,2.40521328917566,1000,2.01997853829198
100,2,0,14,54,10.9200868055123,679.10447761194,0.987985752974055
100,2,0,15,42,2.44824852526835,1000,1.91190153268872
100,2,0,16,28,5.40005959392147,1000,2.85947792884508
100,1,0,17,39,13.3519964766292,1000,2.2266128514766
100,1,0,18,34,16.9851075521747,1000,2.23144803314972
100,1,0,19,45,11.7057387003933,858.20895522388,1.783049265503
100,1,0,20,37,15.2079409890157,500,0.801857000766176
100,1,0,21,8,15.5128146170719,621.79104477612,1.06471894280548
100,1,0,22,24,4.87164703080816,987.164179104476,1.99865041588055
100,1,0,23,57,3.44949690969588,800.89552238806,1.48336977702638
100,1,0,24,51,4.87894760168638,1000,2.16215391431797
100,1,0,25,3,4.08389911138693,1000,1.94601850566687
100,1,0,26,48,12.7978960870041,1000,2.06879234768348
100,1,0,27,56,5.81385675991442,657.611940298508,0.978892109953449
100,1,0,28,17,7.98707849055791,1000,2.05489309194127
100,1,0,29,38,5.26057884759211,1000,1.75808929984487
100,1,0,30,46,1.58771924012581,1000,1.71093123629907
100,1,0,31,18,7.78204329892833,1000,2.042937826056
100,1,0,32,30,5.33550691378514,1000,2.02440308515907
100,3,1,33,40,9.64869842097869,1000,2.11125539479326
100,3,1,34,10,3.69108720344047,1000,2.19956513660327
100,3,1,35,29,92.4299804938601,0,1.8688115717232
100,3,1,36,11,6.07194731901654,1000,2.21300866847741
100,3,1,37,4,7.44588792497234,1000,1.77320329254508
100,3,1,38,20,2.75938028040946,1000,3.01186450252862
100,3,1,39,1,3.62104108459789,1000,2.95631928136208
100,3,1,40,7,5.65807029032476,786.567164179105,1.11922583516571
100,3,1,41,16,3.09978945718285,729.253731343284,1.5168902897658
100,3,1,42,23,4.31928691285975,500,0.629771809502927
100,3,1,43,2,3.79307744250036,994.328358208953,1.59554706769086
100,3,1,44,33,2.87830802904136,1000,1.63514794609182
100,3,1,45,21,4.124559839629,1000,2.08325157494983
100,3,1,46,49,2.55142165762663,1000,1.7591440179458
100,3,1,47,19,13.3996063380018,585.970149253731,1.07699508341102
100,3,1,48,6,5.46914211261901,1000,1.73282341105369
101,1,0,1,21,16.0859878923829,0,6.58255589204782
101,1,0,2,56,7.51488064930891,0,3.13756363613811
101,1,0,3,28,14.1322452463837,0,2.53307004261387
101,1,0,4,16,7.81989841629638,0,2.42990219773583
101,1,0,5,37,7.11860159774096,0,2.41224265486289
101,1,0,6,11,10.2127116302272,686.268656716418,4.73226429790611
101,1,0,7,2,15.8127531330401,657.611940298508,2.51266695216145
101,1,0,8,43,3.03907848878953,0,2.38208864863827
101,1,0,9,14,5.31012969986023,1000,3.37970464242426
101,1,0,10,17,15.7330619601498,836.716417910448,5.56959540407115
101,1,0,11,22,23.4401839261382,0,3.2715003318408
101,1,0,12,5,5.31035132616034,0,2.19074753368841
101,1,0,13,7,5.15188018200115,908.358208955223,2.52560883763999
101,1,0,14,1,6.64308745519247,0,2.46007256132816
101,1,0,15,53,21.8412152742321,800.89552238806,2.39564826531205
101,1,0,16,23,3.94493093057554,0,3.16732634845903
101,2,0,17,31,13.7824336287385,1000,3.024383157599
101,2,0,18,46,3.90050303593853,1000,5.50598608986456
101,2,0,19,39,7.58474296837903,808.059701492537,2.95171250294152
101,2,0,20,4,8.33165984504558,664.776119402985,1.0819960531062
101,2,0,21,6,7.11510336610081,757.910447761194,1.87600515101076
101,2,0,22,59,11.1215574703729,843.880597014925,2.79734449230818
101,2,0,23,12,6.34644466066129,800.89552238806,2.34282358839391
101,2,0,24,32,5.72274976213885,822.388059701492,2.61015397932533
101,2,0,25,8,9.41975581853512,0,2.066927068312
101,2,0,26,54,13.5710871318934,0,2.33381484810707
101,2,0,27,25,5.2718970781998,851.044776119403,2.7568677038953
101,2,0,28,47,4.53068764006275,965.671641791043,3.32814429383961
101,2,0,29,9,2.09327975048654,1000,3.4282032765841
101,2,0,30,35,14.9744421884534,886.86567164179,3.38828167648717
101,2,0,31,50,10.0955287282322,800.89552238806,1.50570705240989
101,2,0,32,60,4.26355995220274,786.567164179105,1.76209019457019
101,3,1,33,40,36.2821364698857,671.940298507463,4.67879623117642
101,3,1,34,20,9.44291207854803,793.731343283582,1.99077646377827
101,3,1,35,13,5.68805482224252,1000,4.52498661618756
101,3,1,36,15,12.8960249658767,829.55223880597,1.73804967448268
101,3,1,37,19,5.66451785250592,793.731343283582,1.61666196669285
101,3,1,38,30,4.17901769711079,800.89552238806,2.28158962061934
101,3,1,39,45,17.7880634499525,886.86567164179,14.4861696195358
101,3,1,40,52,6.67644205310444,0,5.50447575954513
101,3,1,41,36,4.95901366229464,0,2.33072106041072
101,3,1,42,44,6.92786538467681,0,2.14842941880124
101,3,1,43,41,11.1521550499319,0,2.13048634821553
101,3,1,44,24,11.3917301945576,851.044776119403,2.46908547113981
101,3,1,45,10,11.9027292416613,671.940298507463,7.01067247581977
101,3,1,46,49,25.5658951108262,800.89552238806,3.34885304256113
101,3,1,47,58,4.02526164448409,779.402985074627,1.79303576911661
101,3,1,48,26,5.97983210160237,779.402985074627,1.85214071317932
102,2,0,1,54,18.2405356805557,800.89552238806,8.83571337742978
102,2,0,2,41,18.4599877381816,657.611940298508,8.32689637707699
102,2,0,3,22,18.976308969829,363.880597014925,7.33879991070808
102,2,0,4,47,7.45886969784533,722.089552238806,6.03289792571286
102,2,0,5,20,21.9912953239118,0,5.01462216027085
102,2,0,6,51,7.39727639401735,686.268656716418,6.09869570051887
102,2,0,7,31,27.0898895168802,263.582089552239,5.31340721287597
102,2,0,8,9,4.76766362838953,808.059701492537,3.84856512734314
102,2,0,9,35,27.0315538150917,299.402985074627,2.62818762893949
102,2,0,10,43,11.5940439904407,0,2.93191983106226
102,2,0,11,59,6.25263159179667,607.462686567164,4.540355073912
102,2,0,12,55,10.775812857295,700.597014925373,2.04304886028513
102,2,0,13,11,16.3228709016275,356.716417910448,2.51865454704057
102,2,0,14,21,31.8292418166293,91.6417910447758,3.51416089094982
102,2,0,15,4,14.2632453466358,714.925373134329,2.17427491344188
102,2,0,16,2,14.3095818981146,722.089552238806,2.60359952364433
102,3,1,17,18,9.67596448260156,793.731343283582,2.2672822320319
102,3,1,18,7,7.09205958058828,500,1.16754813103034
102,3,1,19,26,14.0766432354958,199.10447761194,6.8274372740625
102,3,1,20,36,6.84882084173023,0,2.11470203887893
102,3,1,21,29,10.4227441793219,700.597014925373,2.68842300502183
102,3,1,22,24,9.59734929869774,292.238805970149,11.5632648818209
102,3,1,23,8,10.978397013062,0,2.43987955178
102,3,1,24,12,20.5604401041619,0,2.769081508005
102,3,1,25,19,9.42868931892372,915.5223880597,6.7350968840301
102,3,1,26,46,8.96489934105011,91.6417910447758,6.1430347158821
102,3,1,27,60,17.6264953146747,399.701492537313,6.36931099937465
102,3,1,28,17,8.07197551254285,700.597014925373,2.56440337592539
102,3,1,29,42,11.7691521584329,700.597014925373,2.10429827319604
102,3,1,30,48,12.011140765293,808.059701492537,3.69217178181862
102,3,1,31,58,5.30648896066214,808.059701492537,3.66696438875533
102,3,1,32,57,6.94370948832875,800.89552238806,2.52269216268542
102,1,0,33,49,24.4597166762514,113.134328358209,2.25819231025525
102,1,0,34,38,14.6534050757564,299.402985074627,3.09583309168102
102,1,0,35,14,6.93764728053884,800.89552238806,3.31051303552704
102,1,0,36,10,5.11545557801128,793.731343283582,3.12051677260024
102,1,0,37,6,7.10640989543754,908.358208955223,2.97939823935758
102,1,0,38,52,9.90613978660258,894.029850746268,2.01276659534687
102,1,0,39,27,7.14188476410527,800.89552238806,2.4986017711617
102,1,0,40,3,17.9902223296185,0,2.32669305009404
102,1,0,41,37,12.2129767933648,600.298507462687,2.3687897166019
102,1,0,42,16,9.24864765316761,600.298507462687,2.48453975914799
102,1,0,43,13,12.4496734386394,901.194029850745,8.63319149411382
102,1,0,44,34,11.637427673445,700.597014925373,1.92522705538886
102,1,0,45,30,9.55088509478173,700.597014925373,1.84473798028921
102,1,0,46,45,17.0637365700168,607.462686567164,4.24864161911864
102,1,0,47,40,11.0227290488529,800.89552238806,4.10489437594879
102,1,0,48,23,13.0541586741601,707.761194029851,3.88297766807227
103,2,0,1,52,26.4076324562466,191.940298507462,6.79826444665559
103,2,0,2,30,21.9107526235948,0,6.48538224003823
103,2,0,3,4,24.0258940121657,134.626865671641,3.1940388081166
103,2,0,4,47,8.7578527320693,643.283582089552,4.35151757759195
103,2,0,5,37,0.0230375106730207,535.820895522388,22.1249359197554
103,2,0,6,25,24.5583600385144,0,3.22872260725489
103,2,0,7,58,10.5221449206529,894.029850746268,4.58479663662729
103,2,0,8,7,6.35007859845791,1000,2.26902934317695
103,2,0,9,56,3.22700159483065,1000,2.39729298029306
103,2,0,10,45,6.62688470374451,1000,2.07322936023957
103,2,0,11,59,19.1369505912789,363.880597014925,3.92852566028341
103,2,0,12,38,4.6172381125034,772.238805970149,3.45958285238885
103,2,0,13,34,15.2105669519315,335.223880597015,1.61960264441041
103,2,0,14,5,24.1580813678283,0,2.69459904972064
103,2,0,15,40,5.01859885548402,1000,2.37355189411028
103,2,0,16,39,4.53744417583948,1000,9.41041567556022
103,1,1,17,54,7.22006096589394,1000,2.17121616564327
103,1,1,18,42,11.0409276973478,1000,2.0400856012966
103,1,1,19,27,19.023284611887,0,1.69541966513862
103,1,1,20,10,34.0875938141453,0,3.2875150524942
103,1,1,21,31,15.1522155276361,808.059701492537,3.70919456004958
103,1,1,22,55,24.4773841870392,0,2.39118659551605
103,1,1,23,36,10.5396876155228,822.388059701492,3.52651336708732
103,1,1,24,16,11.1578532306212,0,2.28552961111927
103,1,1,25,15,4.72155186383497,1000,2.08451176160997
103,1,1,26,41,7.46910361348455,822.388059701492,1.6461117536528
103,1,1,27,6,10.2833784502127,836.716417910448,1.94484310830012
103,1,1,28,18,9.97272388250531,0,3.0954801414573
103,1,1,29,21,33.7854560690121,177.611940298507,4.28362532408937
103,1,1,30,13,25.4079790061132,270.746268656716,3.31862058680781
103,1,1,31,29,10.9278182895632,0,1.99082803315832
103,1,1,32,11,4.318247984138,858.20895522388,3.79485318789921
103,3,0,33,57,9.25922163638643,1000,3.58536069884758
103,3,0,34,44,9.70768726399365,786.567164179105,4.25762539054449
103,3,0,35,32,5.98339735905392,1000,2.49568728785744
103,3,0,36,20,3.8547044828083,1000,2.20199934287484
103,3,0,37,33,2.42348609869441,1000,2.87433731316378
103,3,0,38,24,4.1728530436958,1000,2.91555836375483
103,3,0,39,46,21.0574767498601,1000,5.38959828701081
103,3,0,40,17,6.55056313593377,1000,1.7297124941706
103,3,0,41,43,30.8784500593047,0,1.7788755868678
103,3,0,42,1,4.69838205029009,1000,2.8869023688967
103,3,0,43,2,24.2695506416985,786.567164179105,2.21617997050453
103,3,0,44,50,5.47312565194443,1000,1.6017641325252
103,3,0,45,19,9.09889080287394,1000,1.84281612869563
103,3,0,46,9,3.35652383542219,1000,1.96057221585943
103,3,0,47,35,28.0975908164091,0,3.18671992923191
103,3,0,48,12,3.05108951774855,1000,3.99705136085504
104,3,0,1,7,5.63888564407353,0,20.1035408370954
104,3,0,2,33,9.2087424190413,0,3.84906650051198
104,3,0,3,53,7.48729837072642,0,2.38745165805994
104,3,0,4,8,10.0807787285485,722.089552238806,4.90382632431829
104,3,0,5,4,3.18500616279925,0,1.62160856730952
104,3,0,6,21,13.9783705879599,5.67164179104449,1.96979733397347
104,3,0,7,36,8.55821983320311,0,2.39503838101336
104,3,0,8,18,6.27038788687787,0,2.38641847871622
104,3,0,9,57,6.68337184334632,0,2.16990157667351
104,3,0,10,50,12.738065455691,0,1.77965284372294
104,3,0,11,58,10.1901948787927,1000,3.3591982161106
104,3,0,12,40,5.62899656122136,0,5.32656936605417
104,3,0,13,56,17.7782902031704,0,2.00311998230609
104,3,0,14,42,16.915980922493,0,1.6861846951324
104,3,0,15,48,8.56071086639349,1000,2.9538262807946
104,3,0,16,38,7.25136652667243,12.8358208955221,2.73700328671293
104,2,1,17,17,23.3061901075725,0,2.19688068951291
104,2,1,18,60,19.5598088545266,1000,2.28665097328485
104,2,1,19,23,14.6038143441874,994.328358208953,1.66813217068739
104,2,1,20,51,7.29966650205097,5.67164179104449,1.91972752648508
104,2,1,21,55,9.8823461996908,915.5223880597,3.05746118121169
104,2,1,22,25,8.43535324064032,800.89552238806,1.76595160217221
104,2,1,23,24,12.5762790090284,851.044776119403,1.17918240978906
104,2,1,24,29,9.69819856191134,0,3.00394837991371
104,2,1,25,14,3.58174543831592,1000,1.71948564667764
104,2,1,26,44,9.76859622509983,1000,1.81964462776341
104,2,1,27,59,14.4605610048002,0,2.20331761474154
104,2,1,28,20,7.64995078195898,12.8358208955221,1.4693859789877
104,2,1,29,46,6.14461609745013,1000,1.59172235760889
104,2,1,30,28,4.28659547278403,1000,2.20328958576101
104,2,1,31,10,19.5893134747676,0,1.70283453021148
104,2,1,32,5,10.6816991642118,1000,1.66957136860947
104,1,0,33,41,7.85345685627726,0,2.27006529694518
104,1,0,34,54,11.2117089873427,0,2.74036840053668
104,1,0,35,1,6.23320693402275,1000,2.70373022208332
104,1,0,36,43,6.13034561186214,994.328358208953,2.46925631897102
104,1,0,37,13,14.0083443424028,1000,2.89255389381287
104,1,0,38,45,22.1990151122536,177.611940298507,1.47339848259253
104,1,0,39,3,6.24506341878805,1000,1.63018032912623
104,1,0,40,6,7.40772789108269,707.761194029851,16.6810084464851
104,1,0,41,32,5.88412007454826,987.164179104476,2.30338548179861
104,1,0,42,12,7.24119842165419,41.4925373134325,1.43595091994212
104,1,0,43,9,21.1289803642212,5.67164179104449,1.80295297374323
104,1,0,44,16,10.7556120029021,0,1.71959631165919
104,1,0,45,15,12.6940690580395,12.8358208955221,1.66947664096551
104,1,0,46,49,20.1149216737122,0,2.18659277252846
104,1,0,47,27,7.69161941311177,0,1.82079908530432
104,1,0,48,30,8.23898334382829,0,2.61481712094792
105,2,0,1,24,23.460986416565,836.716417910448,4.03015649685949
105,2,0,2,34,22.9306946056986,0,6.02927498608005
105,2,0,3,16,24.5040306939154,836.716417910448,2.1254675289747
105,2,0,4,59,39.4326087931295,643.283582089552,1.52638461447896
105,2,0,5,51,7.03012588037927,901.194029850745,1.44751070652819
105,2,0,6,56,6.44660875605041,679.10447761194,1.87152758533375
105,2,0,7,58,1.86875418583986,1000,2.96734128932621
105,2,0,8,44,2.29340661470633,1000,1.79170077745221
105,2,0,9,43,3.87237801212177,714.925373134329,1.38522389423269
105,2,0,10,33,16.1684389525544,736.417910447761,1.00408117972438
105,2,0,11,36,2.09533300567273,765.074626865672,1.05510616533138
105,2,0,12,54,3.44071416724728,865.373134328358,2.2023718782857
105,2,0,13,46,4.10775178360382,1000,2.55887719223392
105,2,0,14,10,2.78830840648152,800.89552238806,1.32854750065417
105,2,0,15,22,6.34318530855671,743.582089552239,3.28346309809604
105,2,0,16,11,3.28286167512852,299.402985074627,2.97268782371611
105,1,1,17,1,9.38488454306207,765.074626865672,1.95055134574795
105,1,1,18,6,3.70807189229527,808.059701492537,1.61274726977172
105,1,1,19,23,7.03299426684316,743.582089552239,1.08705368199844
105,1,1,20,3,7.44947932299146,786.567164179105,1.48081273154639
105,1,1,21,19,8.64266587975544,650.44776119403,1.167887452184
105,1,1,22,12,9.34780016975492,772.238805970149,1.66167760801363
105,1,1,23,48,6.22489771213077,779.402985074627,1.95789324424914
105,1,1,24,29,6.65096108103717,908.358208955223,2.02923808939704
105,1,1,25,47,2.48148327391755,1000,2.16993155037198
105,1,1,26,40,8.98378006436724,292.238805970149,1.66642894527649
105,1,1,27,8,21.6263226684878,600.298507462687,1.93153860035818
105,1,1,28,37,5.05395625277197,1000,2.84766018178198
105,1,1,29,52,25.9682882718462,349.55223880597,7.3770347937334
105,1,1,30,39,7.40181222818865,693.432835820896,1.85857326417499
105,1,1,31,14,1.88654749898706,886.86567164179,1.69611118680041
105,1,1,32,5,6.87401248869355,843.880597014925,1.70293136338478
105,3,0,33,4,18.6488217546848,707.761194029851,1.3721688775604
105,3,0,34,26,23.4364416731478,0,2.25667097596306
105,3,0,35,18,11.6955379062911,399.701492537313,2.87342807949426
105,3,0,36,13,5.45182744700469,851.044776119403,1.61610234378531
105,3,0,37,41,7.04437707480793,707.761194029851,0.893147895996663
105,3,0,38,21,8.80778060165903,299.402985074627,1.37119256406731
105,3,0,39,20,3.0687462475471,851.044776119403,1.30908269722931
105,3,0,40,53,3.69243067018579,1000,1.81156256455506
105,3,0,41,42,8.09365396456451,757.910447761194,1.87835061876285
105,3,0,42,30,8.88267980319506,779.402985074627,1.85962225490221
105,3,0,43,60,7.44276835495657,485.671641791045,3.11314708697319
105,3,0,44,57,31.4181638755254,500,1.2650577900713
105,3,0,45,28,3.27548625866621,671.940298507463,0.956698237558157
105,3,0,46,17,4.91742573916235,578.805970149254,2.10640414255977
105,3,0,47,9,6.14806804657201,657.611940298508,1.09651659269912
105,3,0,48,49,5.60687573173527,964.179104477612,2.47205278708316
106,3,0,1,34,25.3971522392985,34.3283582089549,7.63928608103561
106,3,0,2,22,10.2545849370781,184.776119402985,3.30402782583224
106,3,0,3,9,3.61251023329896,500,1.04433531459654
106,3,0,4,52,7.77482610313928,550.149253731343,2.80559262785573
106,3,0,5,4,9.78576620444437,70.149253731343,3.4821819308072
106,3,0,6,54,21.0659229534376,120.298507462686,1.82060667443875
106,3,0,7,45,6.88774713571911,671.940298507463,1.17253614490983
106,3,0,8,30,6.37513240571752,184.776119402985,3.08214945605141
106,3,0,9,58,16.71297430294,972.835820895521,1.89612870008932
106,3,0,10,33,7.65592614654997,722.089552238806,1.17247757707264
106,3,0,11,35,2.83802089799974,879.701492537313,1.39813279019836
106,3,0,12,7,6.61726208325854,113.134328358209,1.6888295205099
106,3,0,13,37,9.68065001839386,306.567164179104,2.58770717880543
106,3,0,14,39,3.45866986422698,371.044776119403,2.51764239375188
106,3,0,15,6,4.899106980336,270.746268656716,1.60245340875917
106,3,0,16,46,5.31153080868717,170.44776119403,1.36394463940087
106,2,0,17,20,16.611816150853,156.119402985074,1.5370075048977
106,2,0,18,25,3.73867158703069,800.89552238806,1.82093213132976
106,2,0,19,15,10.0593401024453,822.388059701492,1.92580683416236
106,2,0,20,38,6.12793393471838,929.850746268655,2.48303352279981
106,2,0,21,12,3.85498546750568,743.582089552239,1.56159261082394
106,2,0,22,2,6.16789440773391,84.4776119402982,2.67484681254973
106,2,0,23,26,3.3543319725195,643.283582089552,1.71833477513792
106,2,0,24,8,8.75472668209659,177.611940298507,1.83032280258158
106,2,0,25,56,4.01868026882948,206.268656716418,1.75334563191063
106,2,0,26,32,2.48221672576801,743.582089552239,3.03257588759152
106,2,0,27,53,13.4423695342884,822.388059701492,1.56472158666475
106,2,0,28,21,17.1775846882192,156.119402985074,1.54777682013992
106,2,0,29,47,10.1688745367883,808.059701492537,1.75226993488286
106,2,0,30,5,8.28028480167995,908.358208955223,1.94054643515665
106,2,0,31,24,4.63800877426547,843.880597014925,1.31940946789837
106,2,0,32,31,9.96921595877939,270.746268656716,1.36401452611062
106,1,1,33,36,15.1746846137776,70.149253731343,2.16455410298659
106,1,1,34,10,10.0145149144391,829.55223880597,1.43018728444804
106,1,1,35,17,5.51792991225375,843.880597014925,2.1225671117536
